source_verse	mapping	missing_verse	IRVBen	018040025
source_verse	mapping	missing_verse	IRVBen	018040026
source_verse	mapping	missing_verse	IRVBen	018040027
source_verse	mapping	missing_verse	IRVBen	018040028
source_verse	mapping	missing_verse	IRVBen	018040029
source_verse	mapping	missing_verse	IRVBen	018040030
source_verse	mapping	missing_verse	IRVBen	018040031
source_verse	mapping	missing_verse	IRVBen	018040032
source_verse	mapping	missing_verse	IRVBen	018041001
source_verse	mapping	missing_verse	IRVBen	018041002
source_verse	mapping	missing_verse	IRVBen	018041003
source_verse	mapping	missing_verse	IRVBen	018041004
source_verse	mapping	missing_verse	IRVBen	018041005
source_verse	mapping	missing_verse	IRVBen	018041006
source_verse	mapping	missing_verse	IRVBen	018041007
source_verse	mapping	missing_verse	IRVBen	018041008
source_verse	mapping	missing_verse	IRVBen	018041009
source_verse	mapping	missing_verse	IRVBen	018041010
source_verse	mapping	missing_verse	IRVBen	018041011
source_verse	mapping	missing_verse	IRVBen	018041012
source_verse	mapping	missing_verse	IRVBen	018041013
source_verse	mapping	missing_verse	IRVBen	018041014
source_verse	mapping	missing_verse	IRVBen	018041015
source_verse	mapping	missing_verse	IRVBen	018041016
source_verse	mapping	missing_verse	IRVBen	018041017
source_verse	mapping	missing_verse	IRVBen	018041018
source_verse	mapping	missing_verse	IRVBen	018041019
source_verse	mapping	missing_verse	IRVBen	018041020
source_verse	mapping	missing_verse	IRVBen	018041021
source_verse	mapping	missing_verse	IRVBen	018041022
source_verse	mapping	missing_verse	IRVBen	018041023
source_verse	mapping	missing_verse	IRVBen	018041024
source_verse	mapping	missing_verse	IRVBen	018041025
source_verse	mapping	missing_verse	IRVBen	018041026
source_verse	mapping	missing_verse	IRVBen	019003001
source_verse	mapping	missing_verse	IRVBen	019003002
source_verse	mapping	missing_verse	IRVBen	019003003
source_verse	mapping	missing_verse	IRVBen	019003004
source_verse	mapping	missing_verse	IRVBen	019003005
source_verse	mapping	missing_verse	IRVBen	019003006
source_verse	mapping	missing_verse	IRVBen	019003007
source_verse	mapping	missing_verse	IRVBen	019003008
source_verse	mapping	missing_verse	IRVBen	019003009
source_verse	mapping	missing_verse	IRVBen	019004001
source_verse	mapping	missing_verse	IRVBen	019004002
source_verse	mapping	missing_verse	IRVBen	019004003
source_verse	mapping	missing_verse	IRVBen	019004004
source_verse	mapping	missing_verse	IRVBen	019004005
source_verse	mapping	missing_verse	IRVBen	019004006
source_verse	mapping	missing_verse	IRVBen	019004007
source_verse	mapping	missing_verse	IRVBen	019004008
source_verse	mapping	missing_verse	IRVBen	019004009
source_verse	mapping	missing_verse	IRVBen	019005001
source_verse	mapping	missing_verse	IRVBen	019005002
